horas_trabajo_totales,horas_visual,area,ciudad,etnia,condicion_actividad,empleo,desempleo,empleo_adecuado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,rama_instruccion,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia,ingreso_laboral,ingreso_per_capita
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,22.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,516.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,15.0,6.0,Soltero(a),Si,5.0,Tecnología,No realizó ninguna gestión,,,,,516.0
45.0,45.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,38.0,6.0,Separado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,12.0,1000.0,610.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,20.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,610.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,46.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,12.0,1448.0,1345.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,40.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,8.0,1242.0,1345.0
45.0,45.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,43.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Empleado privado,20.0,1406.0,339.5
50.0,50.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,37.0,6.0,Unión libre,No,6.0,"Ingeniería, Industria y Construcción",,,Empleado privado,15.0,625.0,339.5
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,21.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,No realizó ninguna gestión,,,,,339.5
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,17.0,6.0,Soltero(a),Si,7.0,Educación,No realizó ninguna gestión,,,,,339.5
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,339.5
25.0,25.0,1,Cuenca,No hay dato,2.0,1.0,,,,1,20.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,1.0,0.0,339.5
45.0,45.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,31.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Empleado privado,2.0,1406.0,508.75
50.0,50.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,28.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,3.0,625.0,508.75
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,3.0,6.0,,,,Sin dato,,,,,,508.75
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,10.0,6.0,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,508.75
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,57.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado de gobierno,15.0,1807.0,699.25
60.0,60.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,57.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,4.0,990.0,699.25
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,26.0,6.0,Soltero(a),Si,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,699.25
,0.0,1,Cuenca,No hay dato,7.0,,Población con desempleo,,,1,24.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",Buscar por Internet,Despido intempestivo,Empleado privado,,,699.25
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,78.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,800.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,79.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,800.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,66.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,850.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,60.0,6.0,Casado(a),No,9.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,850.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,84.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,886.6666666666666
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,53.0,6.0,Soltero(a),No,9.0,Ciencias,,,Empleado privado,30.0,1660.0,886.6666666666666
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,21.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,No realizó ninguna gestión,,,,,886.6666666666666
48.0,48.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,32.0,6.0,Casado(a),No,9.0,Ciencias,,,Empleado privado,11.0,860.0,1032.5
56.0,56.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,35.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,4.0,1205.0,1032.5
49.0,49.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,64.0,6.0,Viudo(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,30.0,490.0,345.0
50.0,50.0,1,Cuenca,No hay dato,4.0,1.0,,,,1,40.0,6.0,Soltero(a),No,9.0,Ciencias,,,Cuenta Propia,10.0,200.0,345.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,58.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado de gobierno,12.0,2258.0,2813.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,56.0,6.0,Casado(a),No,10.0,Humanidades y Artes,,,Empleado privado,10.0,3368.0,2813.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,72.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,575.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,68.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,575.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,57.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Patrono,38.0,480.0,490.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,58.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,12.0,470.0,490.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,32.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,10.0,520.0,490.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,51.0,6.0,Separado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,193.33333333333334
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,24.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,193.33333333333334
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,20.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,193.33333333333334
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,91.0,6.0,Divorciado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,890.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,82.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,890.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,60.0,6.0,Soltero(a),No,6.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,890.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,48.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,890.0
60.0,60.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,35.0,6.0,Unión libre,Si,6.0,Agricultura y Veterinaria,,,Empleado privado,10.0,1670.0,835.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,42.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,835.0
50.0,50.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,35.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Patrono,6.0,640.0,285.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,31.0,6.0,Casado(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,3.0,500.0,285.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,5.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,285.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,0.0,6.0,,,,Sin dato,,,,,,285.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,38.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado de gobierno,10.0,2400.0,880.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,34.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,4.0,2000.0,880.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,11.0,6.0,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,880.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,5.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,880.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,14.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,880.0
16.0,16.0,1,Cuenca,No hay dato,4.0,1.0,,,,2,42.0,6.0,Separado(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,1.0,30.0,106.66666666666667
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,15.0,6.0,Soltero(a),Si,5.0,Tecnología,No realizó ninguna gestión,,,,,106.66666666666667
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,10.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,106.66666666666667
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,46.0,6.0,Casado(a),No,10.0,Educación,,,Cuenta Propia,20.0,650.0,762.5
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,45.0,6.0,Casado(a),No,10.0,Educación,,,Empleado privado,12.0,2400.0,762.5
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,15.0,6.0,Soltero(a),Si,5.0,Tecnología,No realizó ninguna gestión,,,,,762.5
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,11.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,762.5
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,76.0,6.0,Viudo(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,102.8
50.0,50.0,1,Cuenca,No hay dato,3.0,1.0,,,,1,23.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,1.0,260.0,102.8
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,24.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,102.8
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,7.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,102.8
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,0.0,6.0,,,,Sin dato,,,,,,102.8
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,50.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,15.0,1300.0,325.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,48.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,325.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,16.0,6.0,Soltero(a),Si,7.0,Educación,No realizó ninguna gestión,,,,,325.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,14.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,325.0
,0.0,1,Cuenca,No hay dato,7.0,,Población con desempleo,,,1,58.0,6.0,Divorciado(a),No,9.0,"Ingeniería, Industria y Construcción",Buscar por Internet,Terminación contrato,Empleado de gobierno,,,790.0
,0.0,1,Cuenca,No hay dato,7.0,,Población con desempleo,,,1,24.0,6.0,Soltero(a),Si,9.0,"Ingeniería, Industria y Construcción",Hablar con amigos o parientes,Terminación contrato,Empleado privado,,,790.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,78.0,6.0,Viudo(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,950.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,48.0,6.0,Divorciado(a),No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,950.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,59.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,26.0,1153.0,736.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,55.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,736.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,33.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado de gobierno,13.0,595.0,736.0
60.0,60.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,48.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,10.0,730.0,376.6666666666667
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,19.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,No realizó ninguna gestión,,,,,376.6666666666667
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,16.0,6.0,Soltero(a),Si,7.0,Educación,No realizó ninguna gestión,,,,,376.6666666666667
40.0,40.0,1,Cuenca,No hay dato,4.0,1.0,,,,1,51.0,6.0,Unión libre,No,9.0,Ciencias,,,Cuenta Propia,35.0,350.0,337.5
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,30.0,6.0,Unión libre,No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,337.5
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,6.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,337.5
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,1.0,6.0,,,,Sin dato,,,,,,337.5
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,38.0,6.0,Casado(a),No,9.0,Ciencias,,,Empleado de gobierno,15.0,790.0,404.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,37.0,6.0,Casado(a),No,10.0,Humanidades y Artes,,,Cuenta Propia,13.0,930.0,404.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,12.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,404.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,8.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,404.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,0.0,6.0,,,,Sin dato,,,,,,404.0
20.0,20.0,1,Cuenca,No hay dato,2.0,1.0,,,,1,39.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,15.0,600.0,441.6666666666667
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,39.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,18.0,520.0,441.6666666666667
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,15.0,6.0,Soltero(a),Si,7.0,Educación,No realizó ninguna gestión,,,,,441.6666666666667
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,32.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,191.6
60.0,60.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,45.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Empleado privado,20.0,700.0,191.6
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,10.0,6.0,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,191.6
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,7.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,191.6
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,4.0,6.0,,,,Sin dato,,,,,,191.6
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,42.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,16.0,470.0,670.0
20.0,20.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,66.0,6.0,Viudo(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,30.0,610.0,1710.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,38.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",,,Cuenta Propia,13.0,1650.0,1710.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,32.0,6.0,Divorciado(a),No,10.0,Humanidades y Artes,,,Empleado de gobierno,8.0,1350.0,1710.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,43.0,6.0,Casado(a),No,10.0,Humanidades y Artes,,,Empleado privado,20.0,4400.0,1442.5
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,43.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado de gobierno,16.0,1220.0,1442.5
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,11.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,1442.5
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,1442.5
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,72.0,6.0,Viudo(a),No,10.0,Educación,No realizó ninguna gestión,,,,,1800.0
20.0,20.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,55.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Cuenta Propia,0.0,500.0,586.0
20.0,20.0,1,Cuenca,No hay dato,5.0,1.0,,,,2,51.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,0.0,,586.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,31.0,6.0,Soltero(a),No,10.0,Educación,,,Empleado privado,7.0,2430.0,586.0
,0.0,1,Cuenca,No hay dato,7.0,,Población con desempleo,,,1,25.0,6.0,Soltero(a),No,9.0,Ciencias,Buscar por Internet,,,,,586.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,586.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,76.0,6.0,Divorciado(a),No,8.0,Humanidades y Artes,No realizó ninguna gestión,,,,,1600.0
20.0,20.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,36.0,6.0,Casado(a),No,9.0,Ciencias,,,Empleado privado,15.0,1000.0,483.3333333333333
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,483.3333333333333
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,4.0,6.0,,,,Sin dato,,,,,,483.3333333333333
60.0,60.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,37.0,6.0,Casado(a),No,10.0,"Ingeniería, Industria y Construcción",,,Empleado de gobierno,5.0,3550.0,3230.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,39.0,6.0,Casado(a),No,10.0,Ciencias,,,Empleado de gobierno,5.0,2510.0,3230.0
44.0,44.0,1,Cuenca,No hay dato,4.0,1.0,,,,2,48.0,6.0,Casado(a),No,4.0,Ciencias,,,Cuenta Propia,14.0,410.0,205.0
44.0,44.0,1,Cuenca,No hay dato,5.0,1.0,,,,1,46.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,14.0,,205.0
40.0,40.0,1,Cuenca,No hay dato,4.0,1.0,,,,1,62.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,35.0,450.0,225.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,61.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,225.0
40.0,40.0,1,Cuenca,No hay dato,4.0,1.0,,,,1,71.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,50.0,400.0,225.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,20.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,No realizó ninguna gestión,,,,,225.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,66.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,20.0,1313.0,1313.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,62.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,20.0,1313.0,1313.0
40.0,40.0,1,Cuenca,No hay dato,4.0,1.0,,,,1,52.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,10.0,450.0,136.0
16.0,16.0,1,Cuenca,No hay dato,2.0,1.0,,,,2,45.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,5.0,90.0,136.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,14.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,136.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,136.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,74.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,120.0
14.0,14.0,1,Cuenca,No hay dato,4.0,1.0,,,,2,75.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,35.0,62.0,120.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,44.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,,,Empleado(a) Doméstico(a),1.0,470.0,120.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,21.0,6.0,Soltero(a),Si,9.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,120.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,17.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,120.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,120.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,4.0,6.0,,,,Sin dato,,,,,,120.0
40.0,40.0,1,Cuenca,No hay dato,4.0,1.0,,,,2,48.0,6.0,Divorciado(a),No,6.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,10.0,230.0,597.6666666666666
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,29.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,3.0,1409.0,597.6666666666666
,0.0,1,Cuenca,No hay dato,9.0,,,,,1,15.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,597.6666666666666
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,52.0,6.0,Viudo(a),No,10.0,Educación,,,Empleado privado,20.0,779.0,194.75
,0.0,1,Cuenca,No hay dato,7.0,,Población con desempleo,,,2,26.0,6.0,Soltero(a),No,9.0,Agricultura y Veterinaria,Enviar hoja de vida,Terminación contrato,Empleado de gobierno,,,194.75
40.0,40.0,1,Cuenca,No hay dato,4.0,1.0,,,,2,24.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado de gobierno,0.0,0.0,194.75
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,194.75
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,44.0,6.0,Casado(a),No,4.0,Ciencias,,,Jornalero o peón,20.0,600.0,336.0
20.0,20.0,1,Cuenca,No hay dato,4.0,1.0,,,,2,44.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,15.0,180.0,336.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,2,23.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,1.0,556.0,336.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,8.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,336.0
48.0,48.0,1,Cuenca,No hay dato,4.0,1.0,,,,1,51.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,15.0,300.0,250.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,52.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,250.0
40.0,40.0,1,Cuenca,No hay dato,4.0,1.0,,,,1,25.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,3.0,300.0,250.0
40.0,40.0,1,Cuenca,No hay dato,4.0,1.0,,,,1,22.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,2.0,400.0,250.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,74.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,1200.0
40.0,40.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,46.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,15.0,1420.0,355.0
,0.0,1,Cuenca,No hay dato,9.0,,,,,2,48.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,355.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,2,13.0,6.0,Soltero(a),Si,5.0,Servicios,No realizó ninguna gestión,,,,,355.0
,0.0,1,Cuenca,No hay dato,0.0,,,,,1,11.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,355.0
50.0,50.0,1,Cuenca,No hay dato,1.0,1.0,,1.0,,1,46.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,4.0,5560.0,2515.0
