horas_trabajo_totales,area,ciudad,etnia,condicion_actividad,empleo_adecuado,desempleado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia
, Urbana,Quito,,9.0,,,Persona 1, Hombre,75.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 2, Mujer,79.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
60.0, Urbana,Quito,,1.0,1.0,,Persona 3, Mujer,54.0, Ninguno, Soltero(a), No,6.0,,,6,24.0
, Urbana,Quito,,7.0,,1.0,Persona 4, Hombre,52.0, Ninguno, Soltero(a), No,10.0, Buscar por Internet, Terminación contrato,2,
40.0, Urbana,Quito,,4.0,,,Persona 5, Mujer,43.0, Ninguno, Soltero(a), No,9.0,,,6,10.0
60.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,50.0, Ninguno, Divorciado(a), No,9.0,,,6,20.0
, Urbana,Quito,,9.0,,,Persona 1, Mujer,41.0, Ninguno, Divorciado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 2, Mujer,19.0, Ninguno, Soltero(a), Si,8.0, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 3, Hombre,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 4, Mujer,40.0, Ninguno, Separado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 5, Hombre,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 6, Hombre,3.0, Ninguno,,,,,,,
40.0, Urbana,Quito,,4.0,,,Persona 1, Hombre,66.0, Ninguno, Casado(a), No,9.0,,,6,40.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,63.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 3, Hombre,32.0, Ninguno, Soltero(a), No,8.0,,,2,1.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,54.0, Ninguno, Viudo(a), No,8.0,,,6,15.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,18.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 3, Hombre,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 4, Hombre,63.0, Ninguno, Separado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 1, Mujer,87.0, Ninguno, Viudo(a), No,1.0, No realizó ninguna gestión,,,
10.0, Urbana,Quito,,4.0,,,Persona 1, Mujer,70.0, Ninguno, Divorciado(a), No,6.0,,,6,35.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,35.0, Ninguno, Casado(a), No,9.0,,,2,10.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 2, Mujer,34.0, Ninguno, Casado(a), No,6.0,,,6,12.0
, Urbana,Quito,,0.0,,,Persona 3, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 4, Hombre,2.0, Ninguno,,,,,,,
, Urbana,Quito,,9.0,,,Persona 1, Mujer,55.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
15.0, Urbana,Quito,,2.0,,,Persona 2, Hombre,63.0, Ninguno, Casado(a), No,6.0,,,6,50.0
, Urbana,Quito,,9.0,,,Persona 3, Mujer,22.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,62.0, Ninguno, Separado(a), No,9.0,,,6,30.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 2, Hombre,32.0, Ninguno, Soltero(a), No,9.0,,,1,6.0
, Urbana,Quito,,9.0,,,Persona 3, Hombre,24.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Quito,,7.0,,1.0,Persona 1, Hombre,42.0, Ninguno, Soltero(a), No,6.0, Buscar por Internet, Despido intempestivo,2,
45.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,40.0, Ninguno, Soltero(a), Si,9.0,,,6,5.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Mujer,52.0, Ninguno, Separado(a), No,6.0,,,6,6.0
40.0, Urbana,Quito,,4.0,,,Persona 1, Mujer,30.0, Ninguno, Soltero(a), No,,,,6,5.0
, Urbana,Quito,,0.0,,,Persona 2, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 3, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,41.0, Ninguno, Casado(a), No,4.0,,,2,10.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,39.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 3, Hombre,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 4, Hombre,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 5, Hombre,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,50.0, Ninguno, Casado(a), No,6.0,,,6,5.0
20.0, Urbana,Quito,,1.0,1.0,,Persona 2, Mujer,48.0, Ninguno, Casado(a), No,6.0,,,6,20.0
20.0, Urbana,Quito,,5.0,,,Persona 3, Hombre,27.0, Ninguno, Soltero(a), No,,,,7,2.0
, Urbana,Quito,,9.0,,,Persona 4, Hombre,20.0, Ninguno, Soltero(a), Si,8.0, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 5, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,40.0, Ninguno, Divorciado(a), No,8.0,,,2,0.0
, Urbana,Quito,,9.0,,,Persona 2, Hombre,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 3, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Mujer,44.0, Ninguno, Divorciado(a), No,6.0,,,2,10.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 2, Mujer,25.0, Ninguno, Soltero(a), No,,,,2,1.0
20.0, Urbana,Quito,,2.0,,,Persona 3, Hombre,24.0, Ninguno, Soltero(a), No,,,,2,0.0
, Urbana,Quito,,9.0,,,Persona 4, Mujer,19.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 1, Mujer,54.0, Ninguno, Viudo(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 2, Hombre,32.0, Ninguno, Separado(a), No,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,37.0, Ninguno, Unión libre, No,9.0,,,1,0.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 2, Mujer,36.0, Ninguno, Unión libre, No,9.0,,,2,0.0
, Urbana,Quito,,9.0,,,Persona 3, Hombre,16.0, Seguro privado con hospitalización, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,41.0, Ninguno, Soltero(a), No,8.0,,,6,2.0
, Urbana,Quito,,9.0,,,Persona 1, Mujer,53.0, Ninguno, Soltero(a), No,8.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,31.0, Ninguno, Soltero(a), No,6.0,,,4,10.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,52.0, Ninguno, Unión libre, No,1.0,,,6,16.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,51.0, Ninguno, Unión libre, No,1.0, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 3, Hombre,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 4, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
20.0, Urbana,Quito,,2.0,,,Persona 1, Hombre,54.0, Ninguno, Casado(a), No,6.0,,,2,10.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 2, Mujer,48.0, Ninguno, Casado(a), No,6.0,,,6,6.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 3, Hombre,26.0, Ninguno, Soltero(a), No,9.0,,,2,0.0
, Urbana,Quito,,9.0,,,Persona 4, Mujer,24.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 5, Mujer,22.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 6, Mujer,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 1, Mujer,86.0, Ninguno, Divorciado(a), No,1.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,4.0,,,Persona 1, Hombre,63.0, Ninguno, Separado(a), No,6.0,,,6,10.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,65.0, Ninguno, Casado(a), No,2.0,,,6,30.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,61.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,4.0,,,Persona 3, Hombre,24.0, Ninguno, Soltero(a), No,5.0,,,4,6.0
40.0, Urbana,Quito,,4.0,,,Persona 4, Mujer,20.0, Ninguno, Soltero(a), No,,,,2,2.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,63.0, Ninguno, Casado(a), No,4.0,,,2,13.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,61.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 3, Hombre,36.0, Ninguno, Soltero(a), No,8.0,,,2,7.0
, Urbana,Quito,,7.0,,1.0,Persona 4, Hombre,23.0, Ninguno, Soltero(a), No,8.0, Buscar por Internet,,,
24.0, Urbana,Quito,,2.0,,,Persona 1, Mujer,48.0, Ninguno, Viudo(a), No,4.0,,,10,20.0
40.0, Urbana,Quito,,4.0,,,Persona 2, Hombre,32.0, Ninguno, Soltero(a), No,4.0,,,4,0.0
40.0, Urbana,Quito,,4.0,,,Persona 3, Hombre,16.0, Ninguno, Soltero(a), No,,,,2,1.0
, Urbana,Quito,,0.0,,,Persona 4, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 1, Hombre,50.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 2, Mujer,34.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 1, Hombre,70.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 2, Mujer,66.0, Ninguno, Casado(a), No,1.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,4.0,,,Persona 1, Hombre,31.0, Ninguno, Unión libre, No,4.0,,,2,14.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 2, Mujer,33.0, Ninguno, Unión libre, No,8.0,,,2,2.0
, Urbana,Quito,,0.0,,,Persona 3, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Mujer,55.0, Ninguno, Separado(a), No,4.0,,,5,25.0
, Urbana,Quito,,0.0,,,Persona 2, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 1, Hombre,83.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 2, Mujer,81.0, Ninguno, Casado(a), No,1.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 3, Mujer,53.0, Ninguno, Divorciado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 4, Hombre,25.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,18.0, Ninguno, Soltero(a), Si,,,,6,0.0
32.0, Urbana,Quito,,2.0,,,Persona 1, Mujer,44.0, Ninguno, Soltero(a), No,6.0,,,10,5.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,21.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 3, Mujer,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 4, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,4.0,,,Persona 1, Hombre,65.0, Ninguno, Casado(a), No,4.0,,,2,3.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,55.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 1, Mujer,26.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 2, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 3, Hombre,1.0, Ninguno,,,,,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,53.0, Ninguno, Casado(a), No,8.0,,,2,28.0
30.0, Urbana,Quito,,2.0,,,Persona 2, Mujer,50.0, Ninguno, Casado(a), No,6.0,,,6,6.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 3, Hombre,28.0, Ninguno, Soltero(a), No,,,,2,7.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 4, Hombre,22.0, Ninguno, Soltero(a), No,,,,2,1.0
40.0, Urbana,Quito,,4.0,,,Persona 1, Hombre,40.0, Ninguno, Soltero(a), No,6.0,,,6,3.0
, Urbana,Quito,,9.0,,,Persona 1, Mujer,78.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,51.0, Ninguno, Casado(a), No,4.0,,,2,25.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,50.0, Ninguno, Casado(a), No,1.0, No realizó ninguna gestión,,,
30.0, Urbana,Quito,,4.0,,,Persona 3, Mujer,23.0, Ninguno, Soltero(a), Si,,,,6,15.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,50.0, Ninguno, Casado(a), No,4.0,,,2,20.0
40.0, Urbana,Quito,,1.0,1.0,,Persona 2, Mujer,51.0, Ninguno, Casado(a), No,4.0,,,10,25.0
, Urbana,Quito,,8.0,,1.0,Persona 3, Hombre,22.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
48.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,47.0, Ninguno, Casado(a), No,6.0,,,6,15.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,45.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,8.0,,1.0,Persona 3, Mujer,20.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 4, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Quito,,0.0,,,Persona 5, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
30.0, Urbana,Quito,,2.0,,,Persona 1, Hombre,52.0, Ninguno, Unión libre, No,1.0,,,4,40.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,38.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,4.0,,,Persona 3, Mujer,23.0, Ninguno, Soltero(a), No,5.0,,,6,0.0
, Urbana,Quito,,0.0,,,Persona 4, Mujer,0.0, Ninguno,,,,,,,
40.0, Urbana,Quito,,1.0,1.0,,Persona 1, Hombre,39.0, Ninguno, Casado(a), No,6.0,,,2,20.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,37.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Quito,,8.0,,1.0,Persona 3, Mujer,18.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Quito,,9.0,,,Persona 4, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Quito,,4.0,,,Persona 1, Hombre,40.0, Ninguno, Unión libre, No,6.0,,,6,10.0
, Urbana,Quito,,9.0,,,Persona 2, Mujer,44.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Alangasi,,1.0,1.0,,Persona 1, Hombre,29.0, Ninguno, Unión libre, No,,,,6,5.0
40.0, Urbana,Alangasi,,1.0,1.0,,Persona 2, Mujer,28.0, Ninguno, Unión libre, No,8.0,,,2,1.0
, Urbana,Alangasi,,0.0,,,Persona 3, Hombre,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Alangasi,,0.0,,,Persona 4, Hombre,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
30.0, Urbana,Alangasi,,2.0,,,Persona 1, Hombre,66.0, Ninguno, Casado(a), No,4.0,,,6,40.0
8.0, Urbana,Alangasi,,4.0,,,Persona 2, Mujer,62.0, Ninguno, Casado(a), No,1.0,,,6,45.0
40.0, Urbana,Alangasi,,2.0,,,Persona 3, Hombre,45.0, Ninguno, Soltero(a), No,4.0,,,4,35.0
30.0, Urbana,Alangasi,,2.0,,,Persona 4, Hombre,28.0, Ninguno, Soltero(a), No,,,,4,2.0
, Urbana,Alangasi,,7.0,,1.0,Persona 5, Mujer,26.0, Ninguno, Soltero(a), No,, Hablar con amigos o parientes,,,
, Urbana,Alangasi,,0.0,,,Persona 6, Hombre,3.0, Ninguno,,,,,,,
, Urbana,Alangasi,,0.0,,,Persona 7, Mujer,2.0, Ninguno,,,,,,,
40.0, Urbana,Alangasi,,1.0,1.0,,Persona 1, Hombre,48.0, Ninguno, Casado(a), No,6.0,,,6,21.0
20.0, Urbana,Alangasi,,5.0,,,Persona 2, Mujer,41.0, Ninguno, Casado(a), Si,5.0,,,7,0.0
, Urbana,Alangasi,,9.0,,,Persona 3, Hombre,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Alangasi,,1.0,1.0,,Persona 1, Hombre,42.0, Ninguno, Casado(a), No,6.0,,,2,4.0
40.0, Urbana,Alangasi,,1.0,1.0,,Persona 2, Mujer,47.0, Ninguno, Casado(a), No,9.0,,,1,20.0
40.0, Urbana,Alangasi,,2.0,,,Persona 1, Hombre,49.0, Ninguno, Casado(a), No,6.0,,,2,10.0
40.0, Urbana,Alangasi,,4.0,,,Persona 2, Mujer,39.0, Ninguno, Casado(a), No,6.0,,,2,10.0
20.0, Urbana,Alangasi,,2.0,,,Persona 3, Hombre,23.0, Ninguno, Soltero(a), No,,,,2,5.0
, Urbana,Alangasi,,9.0,,,Persona 4, Hombre,22.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Alangasi,,9.0,,,Persona 5, Hombre,19.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Alangasi,,0.0,,,Persona 6, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
36.0, Urbana,Alangasi,,2.0,,,Persona 1, Hombre,24.0, Ninguno, Unión libre, No,,,,6,0.0
40.0, Urbana,Alangasi,,1.0,1.0,,Persona 2, Mujer,33.0, Ninguno, Unión libre, No,6.0,,,2,2.0
, Urbana,Alangasi,,0.0,,,Persona 3, Hombre,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Alangasi,,0.0,,,Persona 4, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
32.0, Urbana,Alangasi,,4.0,,,Persona 1, Hombre,51.0, Ninguno, Casado(a), No,4.0,,,2,2.0
40.0, Urbana,Alangasi,,1.0,1.0,,Persona 2, Mujer,49.0, Ninguno, Casado(a), No,6.0,,,2,19.0
20.0, Urbana,Alangasi,,4.0,,,Persona 3, Mujer,26.0, Ninguno, Soltero(a), Si,9.0,,,6,2.0
16.0, Urbana,Alangasi,,4.0,,,Persona 4, Mujer,22.0, Ninguno, Unión libre, Si,9.0,,,2,0.0
40.0, Urbana,Alangasi,,1.0,1.0,,Persona 5, Hombre,24.0, Ninguno, Unión libre, No,,,,2,0.0
, Rural,Alangasi,,9.0,,,Persona 1, Hombre,72.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Rural,Alangasi,,9.0,,,Persona 2, Mujer,68.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Rural,Alangasi,,1.0,1.0,,Persona 3, Mujer,25.0, Ninguno, Casado(a), No,9.0,,,2,2.0
40.0, Rural,Alangasi,,1.0,1.0,,Persona 4, Hombre,27.0, Ninguno, Casado(a), No,9.0,,,2,3.0
, Rural,Alangasi,,0.0,,,Persona 5, Mujer,2.0, Ninguno,,,,,,,
, Rural,Alangasi,,9.0,,,Persona 1, Mujer,75.0, Ninguno, Soltero(a), No,4.0, No realizó ninguna gestión,,,
, Rural,Alangasi,,9.0,,,Persona 2, Mujer,66.0, Ninguno, Separado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Rural,Alangasi,,4.0,,,Persona 1, Hombre,71.0, Ninguno, Casado(a), No,4.0,,,6,50.0
, Rural,Alangasi,,9.0,,,Persona 2, Mujer,75.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Rural,Alangasi,,1.0,1.0,,Persona 3, Mujer,46.0, Ninguno, Soltero(a), No,6.0,,,2,23.0
, Rural,Alangasi,,0.0,,,Persona 4, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
20.0, Rural,Alangasi,,1.0,1.0,,Persona 1, Hombre,57.0, Ninguno, Casado(a), No,6.0,,,6,30.0
20.0, Rural,Alangasi,,5.0,,,Persona 2, Mujer,62.0, Ninguno, Casado(a), No,6.0,,,7,20.0
40.0, Rural,Alangasi,,1.0,1.0,,Persona 3, Mujer,31.0, Ninguno, Soltero(a), No,9.0,,,2,10.0
, Rural,Alangasi,,9.0,,,Persona 1, Hombre,79.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Rural,Alangasi,,9.0,,,Persona 2, Mujer,78.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Rural,Alangasi,,1.0,1.0,,Persona 1, Mujer,54.0, Ninguno, Viudo(a), No,9.0,,,1,25.0
50.0, Rural,Alangasi,,4.0,,,Persona 2, Mujer,29.0, Ninguno, Soltero(a), No,9.0,,,6,5.0
, Rural,Alangasi,,9.0,,,Persona 3, Mujer,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Rural,Alangasi,,9.0,,,Persona 4, Mujer,76.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
40.0, Rural,Alangasi,,1.0,1.0,,Persona 1, Hombre,44.0, Ninguno, Casado(a), No,8.0,,,1,25.0
40.0, Rural,Alangasi,,1.0,1.0,,Persona 2, Mujer,40.0," ISSFA, ISSPOL", Casado(a), No,10.0,,,1,18.0
, Rural,Alangasi,,0.0,,,Persona 3, Hombre,13.0," ISSFA, ISSPOL", Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Rural,Alangasi,,0.0,,,Persona 4, Mujer,5.0," ISSFA, ISSPOL",, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Amaguaña,,9.0,,,Persona 1, Mujer,80.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Amaguaña,,9.0,,,Persona 1, Hombre,69.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Amaguaña,,9.0,,,Persona 2, Mujer,63.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
50.0, Urbana,Amaguaña,,4.0,,,Persona 1, Hombre,50.0, Ninguno, Separado(a), No,6.0,,,6,8.0
, Urbana,Amaguaña,,9.0,,,Persona 2, Hombre,85.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Amaguaña,,9.0,,,Persona 1, Hombre,69.0, Ninguno, Divorciado(a), No,9.0, No realizó ninguna gestión,,,
24.0, Urbana,Amaguaña,,2.0,,,Persona 2, Hombre,43.0, Ninguno, Soltero(a), No,9.0,,,6,20.0
24.0, Urbana,Amaguaña,,2.0,,,Persona 3, Hombre,38.0, Ninguno, Soltero(a), No,8.0,,,6,10.0
, Urbana,Amaguaña,,9.0,,,Persona 1, Hombre,62.0, Ninguno, Casado(a), No,9.0, No realizó ninguna gestión,,,
, Urbana,Amaguaña,,9.0,,,Persona 2, Mujer,59.0, Ninguno, Casado(a), No,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Amaguaña,,1.0,1.0,,Persona 3, Hombre,30.0, Ninguno, Soltero(a), No,9.0,,,2,6.0
40.0, Urbana,Amaguaña,,1.0,1.0,,Persona 4, Mujer,25.0, Ninguno, Soltero(a), No,10.0,,,2,5.0
, Urbana,Amaguaña,,9.0,,,Persona 5, Mujer,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
20.0, Urbana,Amaguaña,,2.0,,,Persona 1, Mujer,47.0, Ninguno, Separado(a), No,6.0,,,6,1.0
, Urbana,Amaguaña,,9.0,,,Persona 2, Hombre,24.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
50.0, Urbana,Amaguaña,,1.0,1.0,,Persona 3, Hombre,22.0, Ninguno, Soltero(a), No,,,,2,0.0
, Urbana,Amaguaña,,9.0,,,Persona 4, Hombre,16.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Amaguaña,,1.0,1.0,,Persona 1, Hombre,53.0, Ninguno, Casado(a), No,6.0,,,2,20.0
30.0, Urbana,Amaguaña,,4.0,,,Persona 2, Mujer,52.0, Ninguno, Casado(a), No,6.0,,,6,0.0
20.0, Urbana,Amaguaña,,5.0,,,Persona 3, Mujer,29.0, Ninguno, Separado(a), No,,,,7,0.0
, Urbana,Amaguaña,,9.0,,,Persona 4, Mujer,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Amaguaña,,0.0,,,Persona 5, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Amaguaña,,0.0,,,Persona 6, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Amaguaña,,0.0,,,Persona 7, Hombre,3.0, Ninguno,,,,,,,
, Urbana,Calderon (carapungo),,9.0,,,Persona 1, Mujer,54.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
