horas_trabajo_totales,area,ciudad,etnia,condicion_actividad,empleo_adecuado,desempleado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia
50.0, Rural,Sayausi,,4.0,,,Persona 2, Mujer,38.0, Ninguno, Soltero(a), No,9.0,,,6,3.0
, Rural,Sayausi,,9.0,,,Persona 3, Hombre,18.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
35.0, Rural,Sayausi,,4.0,,,Persona 4, Mujer,66.0, Ninguno, Soltero(a), No,4.0,,,6,23.0
20.0, Rural,Sayausi,,4.0,,,Persona 1, Mujer,52.0, Ninguno, Soltero(a), No,6.0,,,10,18.0
40.0, Rural,Sayausi,,4.0,,,Persona 2, Mujer,30.0, Ninguno, Separado(a), Si,9.0,,,6,0.0
, Rural,Sayausi,,0.0,,,Persona 3, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
46.0, Rural,Sidcay,,4.0,,,Persona 1, Hombre,70.0, Ninguno, Casado(a), No,4.0,,,6,15.0
40.0, Rural,Sidcay,,1.0,1.0,,Persona 2, Mujer,73.0, Ninguno, Casado(a), No,4.0,,,6,30.0
40.0, Rural,Sidcay,,4.0,,,Persona 3, Mujer,46.0, Ninguno, Soltero(a), No,9.0,,,6,15.0
40.0, Rural,Sidcay,,2.0,,,Persona 1, Hombre,64.0, Ninguno, Soltero(a), No,9.0,,,6,40.0
40.0, Rural,Sidcay,,1.0,1.0,,Persona 1, Hombre,46.0, Ninguno, Separado(a), No,6.0,,,2,20.0
40.0, Rural,Sidcay,,1.0,1.0,,Persona 1, Hombre,57.0, Ninguno, Casado(a), No,4.0,,,4,20.0
15.0, Rural,Sidcay,,4.0,,,Persona 2, Mujer,50.0, Ninguno, Casado(a), No,4.0,,,6,20.0
40.0, Rural,Sidcay,,4.0,,,Persona 3, Hombre,28.0, Ninguno, Soltero(a), No,,,,4,8.0
20.0, Rural,Sidcay,,2.0,,,Persona 4, Mujer,26.0, Ninguno, Soltero(a), No,9.0,,,2,3.0
40.0, Rural,Sidcay,,4.0,,,Persona 5, Hombre,23.0, Ninguno, Soltero(a), No,,,,4,2.0
, Rural,Sidcay,,9.0,,,Persona 1, Hombre,72.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
50.0, Rural,Sidcay,,4.0,,,Persona 2, Mujer,29.0, Ninguno, Casado(a), No,,,,6,3.0
40.0, Rural,Sidcay,,1.0,1.0,,Persona 3, Hombre,36.0, Ninguno, Casado(a), No,6.0,,,2,8.0
, Rural,Sidcay,,0.0,,,Persona 4, Hombre,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Sidcay,,0.0,,,Persona 5, Hombre,1.0, Ninguno,,,,,,,
20.0, Rural,Sidcay,,4.0,,,Persona 1, Mujer,75.0, Ninguno, Divorciado(a), No,4.0,,,6,50.0
20.0, Rural,Sidcay,,5.0,,,Persona 2, Mujer,32.0, Ninguno, Soltero(a), No,4.0,,,7,10.0
45.0, Rural,Sidcay,,1.0,1.0,,Persona 1, Hombre,43.0, Ninguno, Unión libre, No,4.0,,,4,25.0
36.0, Rural,Sidcay,,2.0,,,Persona 2, Mujer,39.0, Ninguno, Unión libre, No,6.0,,,4,12.0
15.0, Rural,Sidcay,,4.0,,,Persona 3, Mujer,22.0, Ninguno, Soltero(a), No,9.0,,,6,2.0
, Rural,Sidcay,,0.0,,,Persona 4, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Rural,Sidcay,,0.0,,,Persona 5, Hombre,2.0, Ninguno,,,,,,,
40.0, Rural,Sinincay,,1.0,1.0,,Persona 1, Hombre,42.0, Ninguno, Casado(a), No,6.0,,,6,19.0
40.0, Rural,Sinincay,,5.0,,,Persona 2, Mujer,41.0, Ninguno, Casado(a), No,6.0,,,7,19.0
, Rural,Sinincay,,9.0,,,Persona 3, Hombre,21.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Rural,Sinincay,,9.0,,,Persona 4, Hombre,19.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Rural,Sinincay,,9.0,,,Persona 5, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Rural,Sinincay,,9.0,,,Persona 1, Hombre,85.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Rural,Sinincay,,9.0,,,Persona 2, Mujer,84.0, Ninguno, Casado(a), No,2.0, No realizó ninguna gestión,,,
40.0, Rural,Sinincay,,4.0,,,Persona 1, Hombre,31.0, Ninguno, Unión libre, No,4.0,,,4,3.0
, Rural,Sinincay,,7.0,,1.0,Persona 2, Mujer,22.0, Ninguno, Unión libre, No,5.0, Acudir a sitios de contratación temporal, Liquidación empresa,2,
40.0, Rural,Sinincay,,1.0,1.0,,Persona 1, Hombre,50.0, Ninguno, Casado(a), No,4.0,,,4,30.0
, Rural,Sinincay,,9.0,,,Persona 2, Mujer,39.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Rural,Sinincay,,4.0,,,Persona 3, Hombre,18.0, Ninguno, Soltero(a), No,,,,4,0.0
, Rural,Sinincay,,0.0,,,Persona 4, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Rural,Sinincay,,2.0,,,Persona 1, Hombre,67.0, Ninguno, Separado(a), No,6.0,,,4,20.0
40.0, Rural,Sinincay,,1.0,1.0,,Persona 1, Hombre,62.0, Ninguno, Casado(a), No,6.0,,,2,15.0
40.0, Rural,Sinincay,,4.0,,,Persona 2, Mujer,42.0, Ninguno, Casado(a), No,6.0,,,6,2.0
, Rural,Sinincay,,0.0,,,Persona 3, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Sinincay,,0.0,,,Persona 4, Mujer,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Sinincay,,9.0,,,Persona 5, Mujer,19.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
44.0, Rural,Sinincay,,1.0,1.0,,Persona 1, Hombre,32.0, Ninguno, Casado(a), No,6.0,,,2,6.0
, Rural,Sinincay,,9.0,,,Persona 2, Mujer,27.0, Ninguno, Casado(a), Si,9.0, No realizó ninguna gestión,,,
, Rural,Sinincay,,0.0,,,Persona 3, Mujer,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Sinincay,,0.0,,,Persona 4, Hombre,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,9.0,,,Persona 1, Hombre,80.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
32.0, Rural,Tarqui,,4.0,,,Persona 2, Mujer,45.0, Ninguno, Casado(a), No,6.0,,,6,10.0
40.0, Rural,Tarqui,,4.0,,,Persona 3, Hombre,20.0, Ninguno, Soltero(a), No,,,,4,0.0
8.0, Rural,Tarqui,,2.0,,,Persona 4, Mujer,18.0, Ninguno, Soltero(a), No,,,,2,0.0
, Rural,Tarqui,,0.0,,,Persona 5, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,9.0,,,Persona 1, Mujer,86.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
56.0, Rural,Tarqui,,4.0,,,Persona 2, Hombre,59.0, Ninguno, Soltero(a), No,4.0,,,6,7.0
40.0, Rural,Tarqui,,1.0,1.0,,Persona 3, Mujer,52.0, Ninguno, Soltero(a), No,4.0,,,2,20.0
10.0, Rural,Tarqui,,4.0,,,Persona 1, Mujer,38.0, Ninguno, Soltero(a), No,6.0,,,6,3.0
, Rural,Tarqui,,9.0,,,Persona 2, Mujer,33.0, Ninguno, Casado(a), No,9.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,0.0,,,Persona 3, Hombre,2.0, Ninguno,,,,,,,
40.0, Rural,Tarqui,,1.0,1.0,,Persona 1, Mujer,50.0, Ninguno, Unión libre, No,6.0,,,6,20.0
40.0, Rural,Tarqui,,1.0,1.0,,Persona 2, Hombre,53.0, Ninguno, Unión libre, No,6.0,,,2,15.0
20.0, Rural,Tarqui,,2.0,,,Persona 3, Mujer,22.0, Ninguno, Soltero(a), No,9.0,,,2,1.0
, Rural,Tarqui,,0.0,,,Persona 4, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,9.0,,,Persona 1, Hombre,87.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
16.0, Rural,Tarqui,,4.0,,,Persona 2, Mujer,76.0, Ninguno, Casado(a), No,1.0,,,6,60.0
, Rural,Tarqui,,9.0,,,Persona 3, Mujer,31.0, Ninguno, Soltero(a), No,6.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,7.0,,1.0,Persona 4, Mujer,22.0, Ninguno, Soltero(a), No,8.0, Buscar en la prensa o radio, Despido intempestivo,2,
, Rural,Tarqui,,0.0,,,Persona 5, Hombre,2.0, Ninguno,,,,,,,
, Rural,Tarqui,,0.0,,,Persona 6, Mujer,0.0, Ninguno,,,,,,,
, Rural,Tarqui,,0.0,,,Persona 7, Mujer,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,9.0,,,Persona 1, Mujer,76.0, Ninguno, Soltero(a), No,1.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,9.0,,,Persona 2, Mujer,44.0, Ninguno, Soltero(a), No,6.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,0.0,,,Persona 3, Hombre,0.0, Ninguno,,,,,,,
35.0, Rural,Tarqui,,5.0,,,Persona 1, Hombre,65.0, Ninguno, Casado(a), No,6.0,,,7,1.0
35.0, Rural,Tarqui,,4.0,,,Persona 2, Mujer,63.0, Ninguno, Casado(a), No,4.0,,,6,45.0
, Rural,Tarqui,,9.0,,,Persona 3, Mujer,41.0, Ninguno, Viudo(a), No,6.0, No realizó ninguna gestión,,,
40.0, Rural,Tarqui,,1.0,1.0,,Persona 4, Hombre,35.0, Ninguno, Unión libre, No,9.0,,,2,3.0
, Rural,Tarqui,,9.0,,,Persona 5, Mujer,24.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Rural,Tarqui,,0.0,,,Persona 6, Hombre,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,0.0,,,Persona 7, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Tarqui,,0.0,,,Persona 8, Mujer,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Rural,Turi,,1.0,1.0,,Persona 1, Hombre,54.0, Ninguno, Casado(a), No,6.0,,,4,30.0
, Rural,Turi,,9.0,,,Persona 2, Mujer,55.0, Ninguno, Casado(a), No,1.0, No realizó ninguna gestión,,,
, Rural,Turi,,9.0,,,Persona 3, Mujer,22.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
40.0, Rural,Turi,,1.0,1.0,,Persona 1, Hombre,47.0, Ninguno, Casado(a), No,4.0,,,4,22.0
20.0, Rural,Turi,,4.0,,,Persona 2, Mujer,45.0, Ninguno, Casado(a), No,4.0,,,6,2.0
40.0, Rural,Turi,,1.0,1.0,,Persona 3, Hombre,25.0, Ninguno, Unión libre, Si,9.0,,,4,4.0
, Rural,Turi,,9.0,,,Persona 4, Mujer,22.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Rural,Turi,,9.0,,,Persona 5, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Rural,Turi,,0.0,,,Persona 6, Mujer,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Turi,,9.0,,,Persona 7, Mujer,17.0, Ninguno, Unión libre, Si,, No realizó ninguna gestión,,,
20.0, Rural,Turi,,4.0,,,Persona 1, Mujer,63.0, Ninguno, Viudo(a), No,1.0,,,6,45.0
40.0, Rural,Turi,,1.0,1.0,,Persona 2, Hombre,34.0, Ninguno, Soltero(a), No,4.0,,,4,20.0
40.0, Rural,Turi,,1.0,1.0,,Persona 3, Hombre,29.0, Ninguno, Soltero(a), Si,,,,4,10.0
40.0, Rural,Turi,,1.0,1.0,,Persona 4, Hombre,20.0, Ninguno, Soltero(a), No,,,,4,1.0
48.0, Rural,Turi,,4.0,,,Persona 1, Mujer,48.0, Ninguno, Separado(a), No,6.0,,,6,12.0
12.0, Rural,Turi,,4.0,,,Persona 2, Mujer,29.0, Ninguno, Unión libre, No,9.0,,,6,4.0
20.0, Rural,Turi,,4.0,,,Persona 3, Hombre,28.0, Ninguno, Soltero(a), Si,9.0,,,6,3.0
40.0, Rural,Turi,,4.0,,,Persona 4, Mujer,27.0, Ninguno, Soltero(a), No,9.0,,,6,2.0
, Rural,Turi,,9.0,,,Persona 5, Hombre,24.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
20.0, Rural,Turi,,4.0,,,Persona 6, Hombre,23.0, Ninguno, Soltero(a), Si,9.0,,,2,3.0
40.0, Rural,Turi,,4.0,,,Persona 7, Hombre,28.0, Ninguno, Unión libre, No,,,,4,2.0
, Rural,Turi,,0.0,,,Persona 8, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Rural,Turi,,4.0,,,Persona 1, Hombre,36.0, Ninguno, Casado(a), No,4.0,,,6,0.0
, Rural,Turi,,9.0,,,Persona 2, Mujer,29.0, Ninguno, Casado(a), No,, No realizó ninguna gestión,,,
, Rural,Turi,,0.0,,,Persona 3, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,Turi,,0.0,,,Persona 4, Hombre,3.0, Ninguno,,,,,,,
45.0, Rural,Turi,,1.0,1.0,,Persona 1, Hombre,33.0, Ninguno, Casado(a), No,4.0,,,4,15.0
, Rural,Turi,,9.0,,,Persona 2, Mujer,40.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Rural,Turi,,0.0,,,Persona 3, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Rural,Turi,,0.0,,,Persona 4, Hombre,4.0, Ninguno,,,,,,,
, Rural,Turi,,9.0,,,Persona 1, Hombre,73.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
21.0, Rural,Turi,,4.0,,,Persona 2, Mujer,72.0, Ninguno, Casado(a), No,1.0,,,6,48.0
40.0, Rural,Valle,,3.0,,,Persona 1, Hombre,48.0, Ninguno, Casado(a), No,6.0,,,6,0.0
20.0, Rural,Valle,,5.0,,,Persona 2, Mujer,48.0, Ninguno, Casado(a), No,9.0,,,7,0.0
40.0, Rural,Valle,,1.0,1.0,,Persona 3, Hombre,24.0, Ninguno, Soltero(a), Si,,,,2,3.0
, Rural,Valle,,0.0,,,Persona 4, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
25.0, Rural,Valle,,2.0,,,Persona 1, Hombre,82.0, Ninguno, Separado(a), No,4.0,,,6,5.0
, Rural,Valle,,9.0,,,Persona 1, Hombre,77.0, Ninguno, Viudo(a), No,6.0, No realizó ninguna gestión,,,
48.0, Rural,Valle,,1.0,1.0,,Persona 2, Mujer,43.0, Ninguno, Soltero(a), No,9.0,,,2,7.0
, Rural,Valle,,9.0,,,Persona 3, Hombre,19.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Rural,Valle,,1.0,1.0,,Persona 1, Hombre,58.0, Ninguno, Casado(a), No,6.0,,,2,30.0
20.0, Rural,Valle,,4.0,,,Persona 2, Mujer,45.0, Ninguno, Casado(a), No,6.0,,,6,15.0
16.0, Rural,Valle,,2.0,,,Persona 1, Mujer,47.0, Ninguno, Divorciado(a), No,6.0,,,6,30.0
40.0, Rural,Valle,,1.0,1.0,,Persona 2, Hombre,23.0, Ninguno, Soltero(a), No,,,,2,0.0
, Rural,Valle,,0.0,,,Persona 3, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Rural,Valle,,1.0,1.0,,Persona 1, Mujer,30.0, Ninguno, Soltero(a), No,10.0,,,2,7.0
, Rural,Valle,,9.0,,,Persona 2, Mujer,55.0, Ninguno, Divorciado(a), No,6.0, No realizó ninguna gestión,,,
40.0, Rural,Valle,,1.0,1.0,,Persona 3, Mujer,28.0, Ninguno, Soltero(a), No,10.0,,,2,2.0
, Rural,Valle,,9.0,,,Persona 4, Mujer,22.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Rural,Valle,,9.0,,,Persona 1, Hombre,80.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Rural,Valle,,9.0,,,Persona 2, Mujer,77.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Rural,Valle,,9.0,,,Persona 3, Mujer,51.0, Ninguno, Soltero(a), No,4.0, No realizó ninguna gestión,,,
20.0, Urbana,Gualaceo,,4.0,,,Persona 1, Hombre,68.0, Ninguno, Casado(a), No,6.0,,,6,30.0
20.0, Urbana,Gualaceo,,2.0,,,Persona 2, Mujer,60.0, Ninguno, Casado(a), No,6.0,,,7,30.0
40.0, Urbana,Gualaceo,,1.0,1.0,,Persona 3, Mujer,30.0, Ninguno, Soltero(a), No,10.0,,,2,6.0
, Urbana,Gualaceo,,9.0,,,Persona 4, Mujer,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Gualaceo,,0.0,,,Persona 5, Hombre,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
51.0, Urbana,Gualaceo,,1.0,1.0,,Persona 1, Mujer,46.0, Ninguno, Casado(a), No,6.0,,,2,30.0
, Urbana,Gualaceo,,9.0,,,Persona 2, Hombre,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Gualaceo,,9.0,,,Persona 3, Hombre,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Gualaceo,,1.0,1.0,,Persona 1, Mujer,48.0, Ninguno, Divorciado(a), No,9.0,,,2,17.0
40.0, Urbana,Gualaceo,,1.0,1.0,,Persona 2, Mujer,27.0, Ninguno, Soltero(a), No,9.0,,,2,4.0
, Urbana,Gualaceo,,0.0,,,Persona 3, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Gualaceo,,9.0,,,Persona 4, Hombre,85.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
48.0, Urbana,Gualaceo,,1.0,1.0,,Persona 1, Hombre,55.0, Ninguno, Casado(a), No,6.0,,,6,5.0
48.0, Urbana,Gualaceo,,5.0,,,Persona 2, Mujer,52.0, Ninguno, Casado(a), No,6.0,,,7,4.0
40.0, Urbana,Gualaceo,,1.0,1.0,,Persona 3, Hombre,36.0, Ninguno, Unión libre, No,6.0,,,6,6.0
48.0, Urbana,Gualaceo,,5.0,,,Persona 4, Mujer,32.0, Ninguno, Unión libre, No,6.0,,,7,4.0
, Urbana,Gualaceo,,0.0,,,Persona 5, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Gualaceo,,0.0,,,Persona 6, Hombre,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
50.0, Urbana,Gualaceo,,3.0,,,Persona 1, Mujer,34.0, Ninguno, Soltero(a), No,6.0,,,6,6.0
, Urbana,Gualaceo,,9.0,,,Persona 2, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Gualaceo,,0.0,,,Persona 3, Mujer,3.0, Ninguno,,,,,,,
, Urbana,Gualaceo,,9.0,,,Persona 1, Hombre,43.0, Ninguno, Soltero(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Gualaceo,,9.0,,,Persona 1, Hombre,80.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Gualaceo,,1.0,1.0,,Persona 2, Mujer,37.0, Ninguno, Soltero(a), No,6.0,,,2,10.0
40.0, Urbana,Gualaceo,,4.0,,,Persona 1, Mujer,29.0, Ninguno, Soltero(a), No,5.0,,,2,0.0
, Urbana,Gualaceo,,0.0,,,Persona 2, Hombre,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Gualaceo,,0.0,,,Persona 3, Mujer,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Gualaceo,,0.0,,,Persona 4, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
12.0, Urbana,Gualaceo,,2.0,,,Persona 1, Mujer,50.0, Ninguno, Soltero(a), No,6.0,,,2,20.0
60.0, Urbana,Gualaceo,,1.0,1.0,,Persona 2, Hombre,28.0, Ninguno, Soltero(a), No,,,,2,7.0
8.0, Urbana,Gualaceo,,4.0,,,Persona 3, Mujer,19.0, Ninguno, Soltero(a), Si,9.0,,,2,3.0
52.0, Urbana,Gualaceo,,1.0,1.0,,Persona 1, Mujer,40.0, Ninguno, Soltero(a), No,6.0,,,2,10.0
, Urbana,Gualaceo,,9.0,,,Persona 2, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Gualaceo,,1.0,1.0,,Persona 3, Hombre,49.0, Ninguno, Soltero(a), No,6.0,,,2,10.0
32.0, Urbana,Gualaceo,,4.0,,,Persona 1, Mujer,55.0, Ninguno, Viudo(a), No,4.0,,,10,5.0
40.0, Urbana,Gualaceo,,4.0,,,Persona 2, Hombre,38.0, Ninguno, Soltero(a), No,6.0,,,2,8.0
, Urbana,Gualaceo,,9.0,,,Persona 3, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Gualaceo,,1.0,1.0,,Persona 1, Mujer,53.0, Ninguno, Divorciado(a), No,6.0,,,2,35.0
40.0, Urbana,Gualaceo,,1.0,1.0,,Persona 2, Hombre,32.0, Ninguno, Soltero(a), No,9.0,,,1,4.0
, Urbana,Gualaceo,,9.0,,,Persona 3, Hombre,23.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
45.0, Urbana,Gualaceo,,1.0,1.0,,Persona 1, Hombre,29.0, Ninguno, Soltero(a), No,,,,2,10.0
, Urbana,Gualaceo,,9.0,,,Persona 1, Mujer,82.0, Ninguno, Soltero(a), No,1.0, No realizó ninguna gestión,,,
20.0, Rural,Gualaceo,,4.0,,,Persona 1, Mujer,35.0, Ninguno, Divorciado(a), No,4.0,,,10,17.0
, Rural,Gualaceo,,9.0,,,Persona 2, Hombre,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Rural,Gualaceo,,0.0,,,Persona 3, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Rural,Gualaceo,,0.0,,,Persona 4, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Rural,Gualaceo,,1.0,1.0,,Persona 1, Hombre,49.0, Ninguno, Casado(a), No,4.0,,,2,20.0
48.0, Rural,Gualaceo,,1.0,1.0,,Persona 2, Mujer,50.0, Ninguno, Casado(a), No,4.0,,,10,12.0
30.0, Rural,Gualaceo,,2.0,,,Persona 3, Hombre,25.0, Ninguno, Soltero(a), No,,,,4,3.0
, Rural,Gualaceo,,0.0,,,Persona 4, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Rural,Gualaceo,,1.0,1.0,,Persona 5, Mujer,33.0, Ninguno, Divorciado(a), No,9.0,,,2,3.0
, Rural,Gualaceo,,0.0,,,Persona 6, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Rural,Gualaceo,,0.0,,,Persona 7, Hombre,3.0, Ninguno,,,,,,,
40.0, Rural,Gualaceo,,1.0,1.0,,Persona 1, Hombre,59.0, Ninguno, Casado(a), No,4.0,,,1,13.0
, Rural,Gualaceo,,9.0,,,Persona 2, Mujer,55.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
20.0, Rural,Gualaceo,,4.0,,,Persona 1, Mujer,67.0, Ninguno, Soltero(a), No,1.0,,,6,50.0
40.0, Rural,Gualaceo,,2.0,,,Persona 2, Hombre,29.0, Ninguno, Soltero(a), No,,,,4,4.0
40.0, Rural,Gualaceo,,1.0,1.0,,Persona 3, Hombre,21.0, Ninguno, Unión libre, No,5.0,,,2,0.0
40.0, Rural,Gualaceo,,4.0,,,Persona 4, Hombre,19.0, Ninguno, Soltero(a), No,,,,2,0.0
, Rural,Gualaceo,,0.0,,,Persona 5, Mujer,3.0, Ninguno,,,,,,,
, Rural,Gualaceo,,9.0,,,Persona 6, Mujer,23.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
20.0, Rural,Gualaceo,,4.0,,,Persona 1, Mujer,54.0, Ninguno, Casado(a), No,,,,6,5.0
20.0, Rural,Gualaceo,,4.0,,,Persona 2, Mujer,33.0, Ninguno, Soltero(a), No,9.0,,,2,6.0
, Rural,Gualaceo,,0.0,,,Persona 3, Mujer,0.0, Ninguno,,,,,,,
, Rural,Gualaceo,,9.0,,,Persona 1, Mujer,84.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
10.0, Rural,Gualaceo,,4.0,,,Persona 1, Mujer,64.0, Ninguno, Viudo(a), No,4.0,,,6,50.0
, Rural,Gualaceo,,8.0,,1.0,Persona 2, Mujer,47.0, Ninguno, Soltero(a), No,6.0, No realizó ninguna gestión, Otro,10,
15.0, Rural,San juan,,4.0,,,Persona 1, Mujer,67.0, Ninguno, Divorciado(a), No,1.0,,,6,50.0
, Rural,San juan,,9.0,,,Persona 2, Mujer,20.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Rural,San juan,,0.0,,,Persona 3, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
20.0, Rural,San juan,,4.0,,,Persona 1, Mujer,63.0, Ninguno, Divorciado(a), No,4.0,,,6,45.0
40.0, Rural,San juan,,4.0,,,Persona 2, Mujer,33.0, Ninguno, Viudo(a), No,4.0,,,6,18.0
10.0, Rural,San juan,,5.0,,,Persona 3, Mujer,16.0, Ninguno, Soltero(a), Si,5.0,,,7,2.0
, Rural,San juan,,0.0,,,Persona 4, Hombre,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,San juan,,0.0,,,Persona 5, Hombre,1.0, Ninguno,,,,,,,
28.0, Rural,San juan,,2.0,,,Persona 1, Mujer,28.0, Ninguno, Unión libre, No,,,,6,4.0
40.0, Rural,San juan,,4.0,,,Persona 2, Hombre,28.0, Ninguno, Unión libre, No,,,,4,9.0
, Rural,San juan,,0.0,,,Persona 3, Mujer,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Rural,San juan,,9.0,,,Persona 4, Hombre,89.0, Ninguno, Viudo(a), No,1.0, No realizó ninguna gestión,,,
15.0, Rural,San juan,,4.0,,,Persona 1, Mujer,61.0, Ninguno, Casado(a), No,4.0,,,6,46.0
40.0, Rural,San juan,,4.0,,,Persona 2, Hombre,35.0, Ninguno, Soltero(a), No,4.0,,,2,15.0
, Rural,San juan,,0.0,,,Persona 3, Hombre,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
30.0, Rural,San juan,,4.0,,,Persona 1, Hombre,43.0, Ninguno, Divorciado(a), No,4.0,,,4,10.0
